DOI	SemanticScholar Citation Count	Note
10.18653/v1/2020.emnlp-main.602	13	
10.18653/v1/2020.emnlp-main.603	12	
10.18653/v1/2020.emnlp-main.604	1	
10.18653/v1/2020.emnlp-main.605	2	
10.18653/v1/2020.emnlp-main.606	4	
10.18653/v1/2020.emnlp-main.607	7	
10.18653/v1/2020.emnlp-main.608	13	
10.18653/v1/2020.emnlp-main.609	59	
10.18653/v1/2020.emnlp-main.610	3	
10.18653/v1/2020.emnlp-main.611	1	
10.18653/v1/2020.emnlp-main.612	6	
10.18653/v1/2020.emnlp-main.613	32	
10.18653/v1/2020.emnlp-main.614	6	
10.18653/v1/2020.emnlp-main.615	18	
10.18653/v1/2020.emnlp-main.616	5	
10.18653/v1/2020.emnlp-main.617	91	
10.18653/v1/2020.emnlp-main.618	19	
10.18653/v1/2020.emnlp-main.619	7	
10.18653/v1/2020.emnlp-main.620	13	
10.18653/v1/2020.emnlp-main.621	13	
10.18653/v1/2020.emnlp-main.622	5	
10.18653/v1/2020.emnlp-main.623	19	
10.18653/v1/2020.emnlp-main.624	9	
10.18653/v1/2020.emnlp-main.625	0	
10.18653/v1/2020.emnlp-main.626	1	
10.18653/v1/2020.emnlp-main.627	4	
10.18653/v1/2020.emnlp-main.628	10	
10.18653/v1/2020.emnlp-main.629	2	
10.18653/v1/2020.emnlp-main.630	11	
10.18653/v1/2020.emnlp-main.631	1	
10.18653/v1/2020.emnlp-main.632	8	
10.18653/v1/2020.emnlp-main.633	66	
10.18653/v1/2020.emnlp-main.634	22	
10.18653/v1/2020.emnlp-main.635	25	
10.18653/v1/2020.emnlp-main.636	5	
10.18653/v1/2020.emnlp-main.637	10	
10.18653/v1/2020.emnlp-main.638	18	
10.18653/v1/2020.emnlp-main.639	12	
10.18653/v1/2020.emnlp-main.640	0	
10.18653/v1/2020.emnlp-main.641	5	
10.18653/v1/2020.emnlp-main.642	2	
10.18653/v1/2020.emnlp-main.643	3	
10.18653/v1/2020.emnlp-main.644	5	
10.18653/v1/2020.emnlp-main.645	5	
10.18653/v1/2020.emnlp-main.646	0	
10.18653/v1/2020.emnlp-main.647	13	
10.18653/v1/2020.emnlp-main.648	9	
10.18653/v1/2020.emnlp-main.649	13	
10.18653/v1/2020.emnlp-main.650	6	
10.18653/v1/2020.emnlp-main.651	10	
10.18653/v1/2020.emnlp-main.652	14	
10.18653/v1/2020.emnlp-main.653	3	
10.18653/v1/2020.emnlp-main.654	9	
10.18653/v1/2020.emnlp-main.655	2	
10.18653/v1/2020.emnlp-main.656	50	
10.18653/v1/2020.emnlp-main.657	2	
10.18653/v1/2020.emnlp-main.658	7	
10.18653/v1/2020.emnlp-main.659	15	
10.18653/v1/2020.emnlp-main.660	15	
10.18653/v1/2020.emnlp-main.661	8	
10.18653/v1/2020.emnlp-main.662	2	
10.18653/v1/2020.emnlp-main.663	1	
10.18653/v1/2020.emnlp-main.664	3	
10.18653/v1/2020.emnlp-main.665	3	
10.18653/v1/2020.emnlp-main.666	2	
10.18653/v1/2020.emnlp-main.667	7	
10.18653/v1/2020.emnlp-main.668	5	
10.18653/v1/2020.emnlp-main.669	15	
10.18653/v1/2020.emnlp-main.670	8	
10.18653/v1/2020.emnlp-main.671	4	
10.18653/v1/2020.emnlp-main.672	0	
10.18653/v1/2020.emnlp-main.673	6	
10.18653/v1/2020.emnlp-main.674	2	
10.18653/v1/2020.emnlp-main.675	4	
10.18653/v1/2020.emnlp-main.676	9	
10.18653/v1/2020.emnlp-main.677	5	
10.18653/v1/2020.emnlp-main.678	0	
10.18653/v1/2020.emnlp-main.679	0	
10.18653/v1/2020.emnlp-main.680	1	
10.18653/v1/2020.emnlp-main.681	0	
10.18653/v1/2020.emnlp-main.682	7	
10.18653/v1/2020.emnlp-main.683	3	
10.18653/v1/2020.emnlp-main.684	1	
10.18653/v1/2020.emnlp-main.685	9	
10.18653/v1/2020.emnlp-main.686	24	
10.18653/v1/2020.emnlp-main.687	2	
10.18653/v1/2020.emnlp-main.688	2	
10.18653/v1/2020.emnlp-main.689	2	
10.18653/v1/2020.emnlp-main.690	3	
10.18653/v1/2020.emnlp-main.691	10	
10.18653/v1/2020.emnlp-main.692	12	
10.18653/v1/2020.emnlp-main.693	0	
10.18653/v1/2020.emnlp-main.694	2	
10.18653/v1/2020.emnlp-main.695	9	
10.18653/v1/2020.emnlp-main.696	1	
10.18653/v1/2020.emnlp-main.697	17	
10.18653/v1/2020.emnlp-main.698	15	
10.18653/v1/2020.emnlp-main.699	6	
10.18653/v1/2020.emnlp-main.700	14	
10.18653/v1/2020.emnlp-main.701	10	
10.18653/v1/2020.emnlp-main.702	3	
10.18653/v1/2020.emnlp-main.703	94	
10.18653/v1/2020.emnlp-main.704	13	
10.18653/v1/2020.emnlp-main.705	2	
10.18653/v1/2020.emnlp-main.706	8	
10.18653/v1/2020.emnlp-main.707	25	
10.18653/v1/2020.emnlp-main.708	1	
10.18653/v1/2020.emnlp-main.709	2	
10.18653/v1/2020.emnlp-main.710	63	
10.18653/v1/2020.emnlp-main.711	16	
10.18653/v1/2020.emnlp-main.712	10	
10.18653/v1/2020.emnlp-main.713	38	
10.18653/v1/2020.emnlp-main.714	4	
10.18653/v1/2020.emnlp-main.715	4	
10.18653/v1/2020.emnlp-main.716	11	
10.18653/v1/2020.emnlp-main.717	12	
10.18653/v1/2020.emnlp-main.718	0	
10.18653/v1/2020.emnlp-main.719	8	
10.18653/v1/2020.emnlp-main.720	3	
10.18653/v1/2020.emnlp-main.721	18	
10.18653/v1/2020.emnlp-main.722	18	
10.18653/v1/2020.emnlp-main.723	5	
10.18653/v1/2020.emnlp-main.724	18	
10.18653/v1/2020.emnlp-main.725	5	
10.18653/v1/2020.emnlp-main.726	11	
10.18653/v1/2020.emnlp-main.727	1	
10.18653/v1/2020.emnlp-main.728	18	
10.18653/v1/2020.emnlp-main.729	5	
10.18653/v1/2020.emnlp-main.730	2	
10.18653/v1/2020.emnlp-main.731	40	
10.18653/v1/2020.emnlp-main.732	10	
10.18653/v1/2020.emnlp-main.733	55	
10.18653/v1/2020.emnlp-main.734	22	
10.18653/v1/2020.emnlp-main.735	3	
10.18653/v1/2020.emnlp-main.736	11	
10.18653/v1/2020.emnlp-main.737	3	
10.18653/v1/2020.emnlp-main.738	6	
10.18653/v1/2020.emnlp-main.739	14	
10.18653/v1/2020.emnlp-main.740	12	
10.18653/v1/2020.emnlp-main.741	12	
10.18653/v1/2020.emnlp-main.742	5	
10.18653/v1/2020.emnlp-main.743	5	
10.18653/v1/2020.emnlp-main.744	7	
10.18653/v1/2020.emnlp-main.745	24	
10.18653/v1/2020.emnlp-main.746	47	
10.18653/v1/2020.emnlp-main.747	6	
10.18653/v1/2020.emnlp-main.748	65	
10.18653/v1/2020.emnlp-main.749	17	
10.18653/v1/2020.emnlp-main.750	125	
10.18653/v1/2020.emnlp-main.751	26	
10.18653/v1/2020.emnlp-main.752	7	
